 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (1.638400000000000000e+04+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
